Date,Home Team,Away Team,Home Score,Away Score,Home Odds,Away Odds,Who Won,Playoffs,Preseason
15 May 2013,Miami Heat,Chicago Bulls,94,91,1.05,11.61,1,1,0
15 May 2013,San Antonio Spurs,Golden State Warriors,109,91,1.31,3.61,1,1,0
14 May 2013,Indiana Pacers,New York Knicks,93,82,1.47,2.80,1,1,0
14 May 2013,Memphis Grizzlies,Oklahoma City Thunder,103,97,1.52,2.64,1,1,0
13 May 2013,Chicago Bulls,Miami Heat,65,88,4.16,1.25,0,1,0
12 May 2013,Golden State Warriors,San Antonio Spurs,97,87,2.07,1.79,1,1,0
12 May 2013,Indiana Pacers,New York Knicks,82,71,1.51,2.66,1,1,0
11 May 2013,Memphis Grizzlies,Oklahoma City Thunder,87,81,1.47,2.80,1,1,0
11 May 2013,Golden State Warriors,San Antonio Spurs,92,102,1.74,2.16,0,1,0
11 May 2013,Chicago Bulls,Miami Heat,94,104,4.08,1.26,0,1,0
09 May 2013,San Antonio Spurs,Golden State Warriors,91,100,1.29,3.76,0,1,0
08 May 2013,Miami Heat,Chicago Bulls,115,78,1.08,8.82,1,1,0
08 May 2013,Oklahoma City Thunder,Memphis Grizzlies,93,99,1.69,2.23,0,1,0
07 May 2013,New York Knicks,Indiana Pacers,105,79,1.40,3.08,1,1,0
07 May 2013,San Antonio Spurs,Golden State Warriors,129,127,1.18,5.27,1,1,0
06 May 2013,Miami Heat,Chicago Bulls,86,93,1.08,9.29,0,1,0
05 May 2013,New York Knicks,Indiana Pacers,95,102,1.44,2.89,0,1,0
05 May 2013,Oklahoma City Thunder,Memphis Grizzlies,93,91,1.60,2.44,1,1,0
05 May 2013,Brooklyn Nets,Chicago Bulls,93,99,1.31,3.65,0,1,0
04 May 2013,Houston Rockets,Oklahoma City Thunder,94,103,1.90,1.93,0,1,0
04 May 2013,Memphis Grizzlies,Los Angeles Clippers,118,105,1.36,3.31,1,1,0
03 May 2013,Atlanta Hawks,Indiana Pacers,73,81,1.87,1.96,0,1,0
03 May 2013,Boston Celtics,New York Knicks,80,88,2.18,1.72,0,1,0
03 May 2013,Golden State Warriors,Denver Nuggets,92,88,1.72,2.18,1,1,0
03 May 2013,Chicago Bulls,Brooklyn Nets,92,95,1.90,1.94,0,1,0
02 May 2013,Oklahoma City Thunder,Houston Rockets,100,107,1.19,4.98,0,1,0
02 May 2013,Indiana Pacers,Atlanta Hawks,106,83,1.30,3.67,1,1,0
01 May 2013,New York Knicks,Boston Celtics,86,92,1.18,5.26,0,1,0
01 May 2013,Los Angeles Clippers,Memphis Grizzlies,93,103,1.40,3.09,0,1,0
01 May 2013,Denver Nuggets,Golden State Warriors,107,100,1.27,3.99,1,1,0
30 Apr 2013,Houston Rockets,Oklahoma City Thunder,105,103,1.99,1.85,1,1,0
29 Apr 2013,Atlanta Hawks,Indiana Pacers,102,91,1.83,2.01,1,1,0
29 Apr 2013,Brooklyn Nets,Chicago Bulls,110,91,1.35,3.36,1,1,0
29 Apr 2013,Golden State Warriors,Denver Nuggets,115,101,2.08,1.78,1,1,0
28 Apr 2013,Los Angeles Lakers,San Antonio Spurs,82,103,6.57,1.12,0,1,0
28 Apr 2013,Milwaukee Bucks,Miami Heat,77,88,4.80,1.20,0,1,0
28 Apr 2013,Boston Celtics,New York Knicks,97,90,2.03,1.83,1,1,0
28 Apr 2013,Houston Rockets,Oklahoma City Thunder,101,104,1.90,1.93,0,1,0
27 Apr 2013,Atlanta Hawks,Indiana Pacers,90,69,1.79,2.08,1,1,0
27 Apr 2013,Memphis Grizzlies,Los Angeles Clippers,104,83,1.62,2.37,1,1,0
27 Apr 2013,Chicago Bulls,Brooklyn Nets,142,134,1.69,2.25,1,1,0
27 Apr 2013,Golden State Warriors,Denver Nuggets,110,108,2.03,1.82,1,1,0
27 Apr 2013,Los Angeles Lakers,San Antonio Spurs,89,120,3.23,1.37,0,1,0
27 Apr 2013,Boston Celtics,New York Knicks,76,90,1.70,2.22,0,1,0
26 Apr 2013,Memphis Grizzlies,Los Angeles Clippers,94,82,1.51,2.68,1,1,0
26 Apr 2013,Chicago Bulls,Brooklyn Nets,79,76,1.60,2.44,1,1,0
25 Apr 2013,Milwaukee Bucks,Miami Heat,91,104,3.82,1.29,0,1,0
25 Apr 2013,San Antonio Spurs,Los Angeles Lakers,102,91,1.19,5.05,1,1,0
24 Apr 2013,Indiana Pacers,Atlanta Hawks,113,98,1.28,3.85,1,1,0
24 Apr 2013,Oklahoma City Thunder,Houston Rockets,105,102,1.09,8.08,1,1,0
24 Apr 2013,Denver Nuggets,Golden State Warriors,117,131,1.23,4.43,0,1,0
24 Apr 2013,New York Knicks,Boston Celtics,87,71,1.33,3.48,1,1,0
23 Apr 2013,Miami Heat,Milwaukee Bucks,98,86,1.03,14.71,1,1,0
23 Apr 2013,Los Angeles Clippers,Memphis Grizzlies,93,91,1.39,3.13,1,1,0
23 Apr 2013,Brooklyn Nets,Chicago Bulls,82,90,1.44,2.88,0,1,0
22 Apr 2013,Oklahoma City Thunder,Houston Rockets,120,91,1.13,6.24,1,1,0
21 Apr 2013,Miami Heat,Milwaukee Bucks,110,87,1.05,12.43,1,1,0
21 Apr 2013,San Antonio Spurs,Los Angeles Lakers,91,79,1.19,5.12,1,1,0
21 Apr 2013,Indiana Pacers,Atlanta Hawks,107,90,1.30,3.67,1,1,0
21 Apr 2013,Los Angeles Clippers,Memphis Grizzlies,112,91,1.41,3.03,1,1,0
21 Apr 2013,Brooklyn Nets,Chicago Bulls,106,89,1.51,2.68,1,1,0
20 Apr 2013,Denver Nuggets,Golden State Warriors,97,95,1.26,4.05,1,1,0
20 Apr 2013,New York Knicks,Boston Celtics,85,78,1.27,3.91,1,1,0
18 Apr 2013,Los Angeles Lakers,Houston Rockets,99,95,1.98,1.84,1,0,0
18 Apr 2013,Portland Trail Blazers,Golden State Warriors,88,99,4.39,1.23,0,0,0
18 Apr 2013,Sacramento Kings,Los Angeles Clippers,108,112,3.33,1.34,0,0,0
18 Apr 2013,Brooklyn Nets,Detroit Pistons,103,99,1.46,2.82,1,0,0
18 Apr 2013,Charlotte Hornets,Cleveland Cavaliers,105,98,1.72,2.18,1,0,0
18 Apr 2013,Chicago Bulls,Washington Wizards,95,92,1.23,4.44,1,0,0
18 Apr 2013,Dallas Mavericks,New Orleans Pelicans,99,87,1.26,4.05,1,0,0
18 Apr 2013,Denver Nuggets,Phoenix Suns,118,98,1.08,8.43,1,0,0
18 Apr 2013,Indiana Pacers,Philadelphia 76ers,95,105,1.68,2.24,0,0,0
18 Apr 2013,Memphis Grizzlies,Utah Jazz,86,70,1.56,2.51,1,0,0
18 Apr 2013,Miami Heat,Orlando Magic,105,93,1.31,3.57,1,0,0
18 Apr 2013,New York Knicks,Atlanta Hawks,98,92,1.49,2.72,1,0,0
18 Apr 2013,Oklahoma City Thunder,Milwaukee Bucks,89,95,1.63,2.35,0,0,0
18 Apr 2013,San Antonio Spurs,Minnesota Timberwolves,95,108,1.20,4.79,0,0,0
18 Apr 2013,Toronto Raptors,Boston Celtics,114,90,1.43,2.93,1,0,0
17 Apr 2013,Los Angeles Clippers,Portland Trail Blazers,93,77,1.04,13.36,1,0,0
17 Apr 2013,Atlanta Hawks,Toronto Raptors,96,113,1.45,2.86,0,0,0
16 Apr 2013,Golden State Warriors,San Antonio Spurs,116,106,1.38,3.16,1,0,0
16 Apr 2013,Phoenix Suns,Houston Rockets,119,112,3.69,1.30,1,0,0
16 Apr 2013,Dallas Mavericks,Memphis Grizzlies,97,103,2.43,1.60,0,0,0
16 Apr 2013,Milwaukee Bucks,Denver Nuggets,111,112,2.96,1.42,0,0,0
16 Apr 2013,Minnesota Timberwolves,Utah Jazz,80,96,2.61,1.52,0,0,0
16 Apr 2013,Oklahoma City Thunder,Sacramento Kings,104,95,1.04,13.36,1,0,0
15 Apr 2013,Brooklyn Nets,Washington Wizards,106,101,1.56,2.54,1,0,0
15 Apr 2013,Detroit Pistons,Philadelphia 76ers,109,101,1.61,2.41,1,0,0
15 Apr 2013,Charlotte Hornets,New York Knicks,106,95,1.86,1.98,1,0,0
15 Apr 2013,Cleveland Cavaliers,Miami Heat,95,96,1.84,2.00,0,0,0
15 Apr 2013,Orlando Magic,Chicago Bulls,84,102,2.84,1.45,0,0,0
15 Apr 2013,Los Angeles Lakers,San Antonio Spurs,91,86,2.36,1.63,1,0,0
14 Apr 2013,Houston Rockets,Sacramento Kings,121,100,1.13,6.29,1,0,0
14 Apr 2013,New Orleans Pelicans,Dallas Mavericks,89,107,2.34,1.64,0,0,0
14 Apr 2013,Denver Nuggets,Portland Trail Blazers,118,109,1.05,11.96,1,0,0
14 Apr 2013,New York Knicks,Indiana Pacers,90,80,1.66,2.30,1,0,0
14 Apr 2013,Philadelphia 76ers,Cleveland Cavaliers,91,77,1.43,2.94,1,0,0
14 Apr 2013,Toronto Raptors,Brooklyn Nets,93,87,2.45,1.59,1,0,0
14 Apr 2013,Miami Heat,Chicago Bulls,105,93,1.18,5.26,1,0,0
14 Apr 2013,Memphis Grizzlies,Los Angeles Clippers,87,91,1.71,2.21,0,0,0
14 Apr 2013,Minnesota Timberwolves,Phoenix Suns,105,93,1.51,2.70,1,0,0
13 Apr 2013,Charlotte Hornets,Milwaukee Bucks,95,85,2.59,1.55,1,0,0
13 Apr 2013,Orlando Magic,Boston Celtics,88,120,2.70,1.51,0,0,0
13 Apr 2013,Los Angeles Lakers,Golden State Warriors,118,116,1.29,3.77,1,0,0
13 Apr 2013,Portland Trail Blazers,Oklahoma City Thunder,90,106,5.21,1.18,0,0,0
13 Apr 2013,Utah Jazz,Minnesota Timberwolves,107,100,1.20,4.94,1,0,0
13 Apr 2013,Dallas Mavericks,Denver Nuggets,108,105,2.37,1.63,1,0,0
13 Apr 2013,San Antonio Spurs,Sacramento Kings,108,101,1.11,7.09,1,0,0
13 Apr 2013,Houston Rockets,Memphis Grizzlies,78,82,1.74,2.15,0,0,0
13 Apr 2013,New Orleans Pelicans,Los Angeles Clippers,93,96,4.67,1.21,0,0,0
12 Apr 2013,Atlanta Hawks,Milwaukee Bucks,109,104,1.31,3.58,1,0,0
12 Apr 2013,Cleveland Cavaliers,New York Knicks,91,101,2.61,1.53,0,0,0
12 Apr 2013,Detroit Pistons,Charlotte Hornets,113,93,1.31,3.58,1,0,0
12 Apr 2013,Miami Heat,Boston Celtics,109,101,1.10,7.43,1,0,0
12 Apr 2013,Indiana Pacers,Brooklyn Nets,109,117,1.42,2.98,0,0,0
12 Apr 2013,Toronto Raptors,Chicago Bulls,97,88,1.72,2.18,1,0,0
12 Apr 2013,Washington Wizards,Philadelphia 76ers,86,97,1.44,2.90,0,0,0
12 Apr 2013,Golden State Warriors,Oklahoma City Thunder,97,116,2.52,1.56,0,0,0
12 Apr 2013,Chicago Bulls,New York Knicks,118,111,2.47,1.58,1,0,0
11 Apr 2013,Denver Nuggets,San Antonio Spurs,96,86,1.64,2.34,1,0,0
11 Apr 2013,Los Angeles Clippers,Minnesota Timberwolves,111,95,1.10,8.02,1,0,0
11 Apr 2013,Portland Trail Blazers,Los Angeles Lakers,106,113,3.37,1.35,0,0,0
11 Apr 2013,Sacramento Kings,New Orleans Pelicans,121,110,1.42,2.99,1,0,0
11 Apr 2013,Dallas Mavericks,Phoenix Suns,91,102,1.08,8.66,0,0,0
11 Apr 2013,Boston Celtics,Brooklyn Nets,93,101,1.65,2.32,0,0,0
10 Apr 2013,Philadelphia 76ers,Atlanta Hawks,101,124,2.36,1.63,0,0,0
10 Apr 2013,Washington Wizards,Miami Heat,98,103,1.62,2.39,0,0,0
10 Apr 2013,Cleveland Cavaliers,Detroit Pistons,104,111,1.71,2.20,0,0,0
10 Apr 2013,Orlando Magic,Milwaukee Bucks,113,103,2.73,1.49,1,0,0
10 Apr 2013,Golden State Warriors,Minnesota Timberwolves,105,89,1.34,3.39,1,0,0
10 Apr 2013,Los Angeles Lakers,New Orleans Pelicans,104,96,1.22,4.59,1,0,0
10 Apr 2013,Utah Jazz,Oklahoma City Thunder,80,90,2.37,1.63,0,0,0
10 Apr 2013,Chicago Bulls,Toronto Raptors,98,101,1.61,2.41,0,0,0
10 Apr 2013,Houston Rockets,Phoenix Suns,101,98,1.05,11.75,1,0,0
10 Apr 2013,Memphis Grizzlies,Charlotte Hornets,94,75,1.06,10.79,1,0,0
09 Apr 2013,Brooklyn Nets,Philadelphia 76ers,104,83,1.28,3.89,1,0,0
09 Apr 2013,Miami Heat,Milwaukee Bucks,94,83,1.36,3.30,1,0,0
09 Apr 2013,New York Knicks,Washington Wizards,120,99,1.21,4.70,1,0,0
09 Apr 2013,Indiana Pacers,Cleveland Cavaliers,99,94,1.06,11.04,1,0,0
08 Apr 2013,Phoenix Suns,New Orleans Pelicans,92,95,2.16,1.74,0,0,0
08 Apr 2013,Portland Trail Blazers,Dallas Mavericks,91,96,2.49,1.57,0,0,0
08 Apr 2013,Golden State Warriors,Utah Jazz,90,97,1.47,2.79,0,0,0
07 Apr 2013,Detroit Pistons,Chicago Bulls,99,85,2.64,1.52,1,0,0
07 Apr 2013,Boston Celtics,Washington Wizards,107,96,1.31,3.67,1,0,0
07 Apr 2013,Cleveland Cavaliers,Orlando Magic,91,85,1.42,3.00,1,0,0
07 Apr 2013,Sacramento Kings,Memphis Grizzlies,87,89,2.86,1.45,0,0,0
07 Apr 2013,Los Angeles Clippers,Los Angeles Lakers,109,95,1.54,2.59,1,0,0
07 Apr 2013,Oklahoma City Thunder,New York Knicks,120,125,1.30,3.66,0,0,0
07 Apr 2013,Denver Nuggets,Houston Rockets,132,114,1.41,3.02,1,0,0
07 Apr 2013,Milwaukee Bucks,Toronto Raptors,100,83,1.41,3.05,1,0,0
07 Apr 2013,San Antonio Spurs,Atlanta Hawks,99,97,1.15,5.85,1,0,0
07 Apr 2013,Minnesota Timberwolves,Detroit Pistons,107,101,1.40,3.08,1,0,0
06 Apr 2013,Brooklyn Nets,Charlotte Hornets,105,96,1.05,12.36,1,0,0
06 Apr 2013,Miami Heat,Philadelphia 76ers,106,87,1.30,3.75,1,0,0
06 Apr 2013,Washington Wizards,Indiana Pacers,104,85,2.49,1.57,1,0,0
06 Apr 2013,Los Angeles Lakers,Memphis Grizzlies,86,84,1.74,2.15,1,0,0
06 Apr 2013,Portland Trail Blazers,Houston Rockets,98,116,2.88,1.44,0,0,0
06 Apr 2013,Phoenix Suns,Golden State Warriors,107,111,4.02,1.26,0,0,0
06 Apr 2013,Sacramento Kings,Dallas Mavericks,108,117,1.84,2.00,0,0,0
06 Apr 2013,Utah Jazz,New Orleans Pelicans,95,83,1.25,4.20,1,0,0
06 Apr 2013,Charlotte Hornets,Miami Heat,79,89,2.41,1.61,0,0,0
06 Apr 2013,Chicago Bulls,Orlando Magic,87,86,1.24,4.32,1,0,0
06 Apr 2013,Indiana Pacers,Oklahoma City Thunder,75,97,1.67,2.29,0,0,0
06 Apr 2013,Minnesota Timberwolves,Toronto Raptors,93,95,1.38,3.18,0,0,0
05 Apr 2013,Atlanta Hawks,Philadelphia 76ers,90,101,1.36,3.27,0,0,0
05 Apr 2013,Boston Celtics,Cleveland Cavaliers,91,97,1.45,2.86,0,0,0
05 Apr 2013,New York Knicks,Milwaukee Bucks,101,83,1.31,3.61,1,0,0
05 Apr 2013,Oklahoma City Thunder,San Antonio Spurs,100,88,1.28,3.83,1,0,0
05 Apr 2013,Denver Nuggets,Dallas Mavericks,95,94,1.33,3.50,1,0,0
04 Apr 2013,Brooklyn Nets,Chicago Bulls,90,92,1.46,2.84,0,0,0
04 Apr 2013,Golden State Warriors,New Orleans Pelicans,98,88,1.27,4.00,1,0,0
04 Apr 2013,Los Angeles Clippers,Phoenix Suns,126,101,1.03,16.75,1,0,0
04 Apr 2013,Portland Trail Blazers,Memphis Grizzlies,76,94,3.63,1.31,0,0,0
04 Apr 2013,Sacramento Kings,Houston Rockets,102,112,2.51,1.57,0,0,0
04 Apr 2013,Utah Jazz,Denver Nuggets,96,113,1.68,2.26,0,0,0
04 Apr 2013,San Antonio Spurs,Orlando Magic,98,84,1.08,8.95,1,0,0
04 Apr 2013,Milwaukee Bucks,Minnesota Timberwolves,98,107,1.49,2.71,0,0,0
03 Apr 2013,Boston Celtics,Detroit Pistons,98,93,1.35,3.36,1,0,0
03 Apr 2013,Atlanta Hawks,New York Knicks,82,95,1.83,2.01,0,0,0
03 Apr 2013,Charlotte Hornets,Philadelphia 76ers,88,83,2.72,1.49,1,0,0
03 Apr 2013,Cleveland Cavaliers,Brooklyn Nets,95,113,2.72,1.49,0,0,0
03 Apr 2013,Toronto Raptors,Washington Wizards,88,78,1.55,2.56,1,0,0
03 Apr 2013,Los Angeles Lakers,Dallas Mavericks,101,81,1.59,2.45,1,0,0
03 Apr 2013,Miami Heat,New York Knicks,90,102,2.27,1.68,0,0,0
02 Apr 2013,Washington Wizards,Chicago Bulls,90,86,1.76,2.11,1,0,0
02 Apr 2013,Los Angeles Clippers,Indiana Pacers,106,109,1.49,2.71,0,0,0
02 Apr 2013,Utah Jazz,Portland Trail Blazers,112,102,1.16,5.57,1,0,0
02 Apr 2013,Houston Rockets,Orlando Magic,111,103,1.10,7.56,1,0,0
02 Apr 2013,Memphis Grizzlies,San Antonio Spurs,92,90,1.41,3.05,1,0,0
02 Apr 2013,Milwaukee Bucks,Charlotte Hornets,131,102,1.09,8.19,1,0,0
02 Apr 2013,Minnesota Timberwolves,Boston Celtics,110,100,1.48,2.76,1,0,0
01 Apr 2013,Atlanta Hawks,Cleveland Cavaliers,102,94,1.13,6.02,1,0,0
01 Apr 2013,Toronto Raptors,Detroit Pistons,98,108,1.35,3.37,0,0,0
31 Mar 2013,New York Knicks,Boston Celtics,108,89,1.36,3.32,1,0,0
31 Mar 2013,Chicago Bulls,Detroit Pistons,95,94,1.22,4.62,1,0,0
31 Mar 2013,San Antonio Spurs,Miami Heat,86,88,1.67,2.68,0,0,0
31 Mar 2013,New Orleans Pelicans,Cleveland Cavaliers,112,92,1.43,2.94,1,0,0
31 Mar 2013,Washington Wizards,Toronto Raptors,109,92,1.60,2.44,1,0,0
31 Mar 2013,Golden State Warriors,Portland Trail Blazers,125,98,1.19,5.10,1,0,0
31 Mar 2013,Phoenix Suns,Indiana Pacers,104,112,5.67,1.15,0,0,0
31 Mar 2013,Sacramento Kings,Los Angeles Lakers,98,103,2.21,1.70,0,0,0
31 Mar 2013,Utah Jazz,Brooklyn Nets,116,107,1.54,2.57,1,0,0
30 Mar 2013,Milwaukee Bucks,Oklahoma City Thunder,99,109,3.08,1.40,0,0,0
30 Mar 2013,Houston Rockets,Los Angeles Clippers,98,81,2.19,1.72,1,0,0
30 Mar 2013,Minnesota Timberwolves,Memphis Grizzlies,86,99,2.49,1.57,0,0,0
30 Mar 2013,Philadelphia 76ers,Charlotte Hornets,100,92,1.15,5.82,1,0,0
30 Mar 2013,Atlanta Hawks,Orlando Magic,97,88,1.13,6.37,1,0,0
30 Mar 2013,Dallas Mavericks,Chicago Bulls,100,98,1.46,2.85,1,0,0
30 Mar 2013,Portland Trail Blazers,Utah Jazz,95,105,1.80,2.07,0,0,0
30 Mar 2013,Denver Nuggets,Brooklyn Nets,109,87,1.36,3.31,1,0,0
29 Mar 2013,San Antonio Spurs,Los Angeles Clippers,104,102,1.55,2.55,1,0,0
29 Mar 2013,Memphis Grizzlies,Houston Rockets,103,94,1.53,2.60,1,0,0
29 Mar 2013,Minnesota Timberwolves,Oklahoma City Thunder,101,93,4.08,1.26,1,0,0
29 Mar 2013,New Orleans Pelicans,Miami Heat,89,108,3.61,1.31,0,0,0
29 Mar 2013,Boston Celtics,Atlanta Hawks,118,107,1.71,2.21,1,0,0
29 Mar 2013,Cleveland Cavaliers,Philadelphia 76ers,87,97,2.08,1.79,0,0,0
29 Mar 2013,Detroit Pistons,Toronto Raptors,82,99,1.82,2.03,0,0,0
29 Mar 2013,New York Knicks,Charlotte Hornets,111,102,1.06,11.04,1,0,0
29 Mar 2013,Orlando Magic,Washington Wizards,97,92,2.42,1.60,1,0,0
29 Mar 2013,Phoenix Suns,Sacramento Kings,103,117,2.40,1.61,0,0,0
28 Mar 2013,Dallas Mavericks,Indiana Pacers,78,103,1.57,2.51,0,0,0
28 Mar 2013,Milwaukee Bucks,Los Angeles Lakers,113,103,2.17,1.73,1,0,0
28 Mar 2013,Golden State Warriors,Sacramento Kings,98,105,1.20,4.83,0,0,0
28 Mar 2013,Portland Trail Blazers,Brooklyn Nets,93,111,1.63,2.36,0,0,0
28 Mar 2013,Utah Jazz,Phoenix Suns,103,88,1.08,9.02,1,0,0
27 Mar 2013,San Antonio Spurs,Denver Nuggets,100,99,1.33,3.47,1,0,0
27 Mar 2013,Oklahoma City Thunder,Washington Wizards,103,80,1.04,12.93,1,0,0
27 Mar 2013,Chicago Bulls,Miami Heat,101,97,3.25,1.37,1,0,0
27 Mar 2013,Houston Rockets,Indiana Pacers,91,100,1.43,2.95,0,0,0
27 Mar 2013,Minnesota Timberwolves,Los Angeles Lakers,117,120,2.68,1.51,0,0,0
27 Mar 2013,New Orleans Pelicans,Los Angeles Clippers,91,105,3.01,1.41,0,0,0
27 Mar 2013,New York Knicks,Memphis Grizzlies,108,101,1.92,1.91,1,0,0
27 Mar 2013,Charlotte Hornets,Orlando Magic,114,108,1.68,2.25,1,0,0
27 Mar 2013,Cleveland Cavaliers,Boston Celtics,92,93,2.23,1.70,0,0,0
27 Mar 2013,Philadelphia 76ers,Milwaukee Bucks,100,92,1.95,1.88,1,0,0
27 Mar 2013,Toronto Raptors,Atlanta Hawks,88,107,2.21,1.71,0,0,0
27 Mar 2013,Dallas Mavericks,Los Angeles Clippers,109,102,2.01,1.83,1,0,0
26 Mar 2013,Detroit Pistons,Minnesota Timberwolves,82,105,2.05,1.80,0,0,0
26 Mar 2013,Boston Celtics,New York Knicks,85,100,1.68,2.26,0,0,0
26 Mar 2013,Golden State Warriors,Los Angeles Lakers,109,103,1.84,2.00,1,0,0
26 Mar 2013,Utah Jazz,Philadelphia 76ers,107,91,1.31,3.64,1,0,0
25 Mar 2013,New Orleans Pelicans,Denver Nuggets,110,86,3.70,1.30,1,0,0
25 Mar 2013,Indiana Pacers,Atlanta Hawks,100,94,1.35,3.32,1,0,0
25 Mar 2013,Orlando Magic,Miami Heat,94,108,8.00,1.09,0,0,0
25 Mar 2013,Washington Wizards,Memphis Grizzlies,107,94,2.75,1.48,1,0,0
25 Mar 2013,Phoenix Suns,Brooklyn Nets,100,102,3.17,1.39,0,0,0
25 Mar 2013,Sacramento Kings,Philadelphia 76ers,103,117,1.63,2.36,0,0,0
24 Mar 2013,Dallas Mavericks,Utah Jazz,113,108,1.39,3.11,1,0,0
24 Mar 2013,Houston Rockets,San Antonio Spurs,96,95,2.00,1.84,1,0,0
24 Mar 2013,Minnesota Timberwolves,Chicago Bulls,97,104,1.70,2.22,0,0,0
24 Mar 2013,Oklahoma City Thunder,Portland Trail Blazers,103,83,1.12,6.86,1,0,0
24 Mar 2013,Miami Heat,Charlotte Hornets,109,77,1.02,16.14,1,0,0
24 Mar 2013,Milwaukee Bucks,Atlanta Hawks,99,104,1.74,2.15,0,0,0
24 Mar 2013,Golden State Warriors,Washington Wizards,101,92,1.25,4.17,1,0,0
24 Mar 2013,Los Angeles Clippers,Brooklyn Nets,101,95,1.29,3.75,1,0,0
24 Mar 2013,Denver Nuggets,Sacramento Kings,101,95,1.11,7.14,1,0,0
23 Mar 2013,Chicago Bulls,Indiana Pacers,87,84,1.81,2.04,1,0,0
23 Mar 2013,Memphis Grizzlies,Boston Celtics,110,106,1.30,3.72,1,0,0
23 Mar 2013,New York Knicks,Toronto Raptors,110,84,1.33,3.49,1,0,0
23 Mar 2013,Charlotte Hornets,Detroit Pistons,91,92,1.85,1.99,0,0,0
23 Mar 2013,Los Angeles Lakers,Washington Wizards,100,103,1.22,4.53,0,0,0
23 Mar 2013,Phoenix Suns,Minnesota Timberwolves,86,117,1.81,2.05,0,0,0
22 Mar 2013,Dallas Mavericks,Boston Celtics,104,94,1.54,2.59,1,0,0
22 Mar 2013,San Antonio Spurs,Utah Jazz,104,97,1.12,6.80,1,0,0
22 Mar 2013,Houston Rockets,Cleveland Cavaliers,116,78,1.10,7.49,1,0,0
22 Mar 2013,New Orleans Pelicans,Memphis Grizzlies,90,83,3.18,1.38,1,0,0
22 Mar 2013,Atlanta Hawks,Portland Trail Blazers,93,104,1.31,3.65,0,0,0
22 Mar 2013,Miami Heat,Detroit Pistons,103,89,1.03,14.79,1,0,0
22 Mar 2013,Indiana Pacers,Milwaukee Bucks,102,78,1.25,4.12,1,0,0
22 Mar 2013,Orlando Magic,Oklahoma City Thunder,89,97,10.58,1.06,0,0,0
22 Mar 2013,Toronto Raptors,New York Knicks,94,99,1.87,1.97,0,0,0
22 Mar 2013,Sacramento Kings,Minnesota Timberwolves,101,98,1.38,3.16,1,0,0
22 Mar 2013,Denver Nuggets,Philadelphia 76ers,101,100,1.06,10.18,1,0,0
21 Mar 2013,Chicago Bulls,Portland Trail Blazers,89,99,1.40,3.05,0,0,0
21 Mar 2013,Los Angeles Clippers,Philadelphia 76ers,101,72,1.12,6.35,1,0,0
21 Mar 2013,Phoenix Suns,Washington Wizards,79,88,1.91,1.92,0,0,0
20 Mar 2013,San Antonio Spurs,Golden State Warriors,104,93,1.26,4.06,1,0,0
20 Mar 2013,Dallas Mavericks,Brooklyn Nets,96,113,1.58,2.47,0,0,0
20 Mar 2013,Houston Rockets,Utah Jazz,100,93,1.29,3.77,1,0,0
20 Mar 2013,Memphis Grizzlies,Oklahoma City Thunder,90,89,1.87,1.97,1,0,0
20 Mar 2013,New Orleans Pelicans,Boston Celtics,87,86,2.75,1.48,1,0,0
