Date,Home Team,Away Team,Home Score,Away Score,Home Odds,Away Odds,Who Won,Playoffs,Preseason
25 Apr 2015,Brooklyn Nets,Atlanta Hawks,91,83,2.39,1.63,1,1,0
25 Apr 2015,San Antonio Spurs,Los Angeles Clippers,100,73,1.48,2.75,1,1,0
25 Apr 2015,Washington Wizards,Toronto Raptors,106,99,1.51,2.67,1,1,0
24 Apr 2015,Dallas Mavericks,Houston Rockets,128,130,1.94,1.91,0,1,0
24 Apr 2015,New Orleans Pelicans,Golden State Warriors,119,123,2.93,1.44,0,1,0
24 Apr 2015,Milwaukee Bucks,Chicago Bulls,106,113,2.24,1.70,0,1,0
23 Apr 2015,Boston Celtics,Cleveland Cavaliers,95,103,2.89,1.45,0,1,0
23 Apr 2015,Los Angeles Clippers,San Antonio Spurs,107,111,1.78,2.11,0,1,0
23 Apr 2015,Memphis Grizzlies,Portland Trail Blazers,97,82,1.38,3.23,1,1,0
22 Apr 2015,Atlanta Hawks,Brooklyn Nets,96,91,1.20,4.85,1,1,0
22 Apr 2015,Houston Rockets,Dallas Mavericks,111,99,1.36,3.30,1,1,0
22 Apr 2015,Toronto Raptors,Washington Wizards,106,117,1.45,2.83,0,1,0
21 Apr 2015,Cleveland Cavaliers,Boston Celtics,99,91,1.12,6.67,1,1,0
21 Apr 2015,Golden State Warriors,New Orleans Pelicans,97,87,1.07,9.75,1,1,0
21 Apr 2015,Chicago Bulls,Milwaukee Bucks,91,82,1.26,4.08,1,1,0
20 Apr 2015,Los Angeles Clippers,San Antonio Spurs,107,92,1.79,2.08,1,1,0
20 Apr 2015,Memphis Grizzlies,Portland Trail Blazers,100,86,1.43,2.94,1,1,0
19 Apr 2015,Atlanta Hawks,Brooklyn Nets,99,92,1.13,6.46,1,1,0
19 Apr 2015,Cleveland Cavaliers,Boston Celtics,113,100,1.10,7.67,1,1,0
19 Apr 2015,Houston Rockets,Dallas Mavericks,118,108,1.42,3.02,1,1,0
18 Apr 2015,Chicago Bulls,Milwaukee Bucks,103,91,1.25,4.18,1,1,0
18 Apr 2015,Golden State Warriors,New Orleans Pelicans,106,99,1.09,8.00,1,1,0
18 Apr 2015,Toronto Raptors,Washington Wizards,86,93,1.53,2.60,0,1,0
16 Apr 2015,Golden State Warriors,Denver Nuggets,133,126,1.12,6.93,1,0,0
16 Apr 2015,Los Angeles Lakers,Sacramento Kings,99,122,1.61,2.40,0,0,0
16 Apr 2015,Memphis Grizzlies,Indiana Pacers,95,83,2.18,1.72,1,0,0
16 Apr 2015,Brooklyn Nets,Orlando Magic,101,88,1.21,4.61,1,0,0
16 Apr 2015,Chicago Bulls,Atlanta Hawks,91,85,1.45,2.83,1,0,0
16 Apr 2015,Cleveland Cavaliers,Washington Wizards,113,108,1.27,3.93,1,0,0
16 Apr 2015,Dallas Mavericks,Portland Trail Blazers,114,98,1.38,3.17,1,0,0
16 Apr 2015,Houston Rockets,Utah Jazz,117,91,1.11,7.23,1,0,0
16 Apr 2015,Milwaukee Bucks,Boston Celtics,100,105,1.42,2.97,0,0,0
16 Apr 2015,Minnesota Timberwolves,Oklahoma City Thunder,113,138,11.33,1.06,0,0,0
16 Apr 2015,New Orleans Pelicans,San Antonio Spurs,108,103,2.90,1.44,1,0,0
16 Apr 2015,New York Knicks,Detroit Pistons,90,112,4.43,1.23,0,0,0
16 Apr 2015,Philadelphia 76ers,Miami Heat,101,105,1.79,2.07,0,0,0
15 Apr 2015,Toronto Raptors,Charlotte Hornets,92,87,1.16,5.60,1,0,0
15 Apr 2015,Phoenix Suns,Los Angeles Clippers,101,112,5.48,1.17,0,0,0
15 Apr 2015,Indiana Pacers,Washington Wizards,99,95,1.29,3.82,1,0,0
14 Apr 2015,Boston Celtics,Toronto Raptors,95,93,1.87,1.97,1,0,0
14 Apr 2015,Golden State Warriors,Memphis Grizzlies,111,107,1.27,3.99,1,0,0
14 Apr 2015,Los Angeles Clippers,Denver Nuggets,110,103,1.02,17.14,1,0,0
14 Apr 2015,Sacramento Kings,Los Angeles Lakers,102,92,1.61,2.41,1,0,0
14 Apr 2015,Utah Jazz,Dallas Mavericks,109,92,1.38,3.21,1,0,0
14 Apr 2015,Minnesota Timberwolves,New Orleans Pelicans,88,100,11.38,1.05,0,0,0
14 Apr 2015,Oklahoma City Thunder,Portland Trail Blazers,101,90,1.26,4.01,1,0,0
13 Apr 2015,Atlanta Hawks,New York Knicks,108,112,1.05,12.01,0,0,0
13 Apr 2015,Brooklyn Nets,Chicago Bulls,86,113,2.09,1.78,0,0,0
13 Apr 2015,Miami Heat,Orlando Magic,100,93,1.41,3.04,1,0,0
13 Apr 2015,Charlotte Hornets,Houston Rockets,90,100,6.49,1.13,0,0,0
13 Apr 2015,Cleveland Cavaliers,Detroit Pistons,109,97,1.27,3.95,1,0,0
13 Apr 2015,Philadelphia 76ers,Milwaukee Bucks,97,107,2.44,1.60,0,0,0
13 Apr 2015,Los Angeles Lakers,Dallas Mavericks,106,120,2.88,1.44,0,0,0
12 Apr 2015,Houston Rockets,New Orleans Pelicans,121,114,1.46,2.81,1,0,0
12 Apr 2015,San Antonio Spurs,Phoenix Suns,107,91,1.03,16.77,1,0,0
12 Apr 2015,Indiana Pacers,Oklahoma City Thunder,116,104,1.67,2.28,1,0,0
12 Apr 2015,Washington Wizards,Atlanta Hawks,108,99,1.21,4.66,1,0,0
12 Apr 2015,Denver Nuggets,Sacramento Kings,122,111,1.22,4.52,1,0,0
12 Apr 2015,Detroit Pistons,Charlotte Hornets,116,77,1.26,4.02,1,0,0
12 Apr 2015,Boston Celtics,Cleveland Cavaliers,117,78,1.17,5.36,1,0,0
12 Apr 2015,Milwaukee Bucks,Brooklyn Nets,96,73,1.86,1.99,1,0,0
12 Apr 2015,Golden State Warriors,Minnesota Timberwolves,110,101,1.02,20.37,1,0,0
12 Apr 2015,Los Angeles Clippers,Memphis Grizzlies,94,86,1.20,4.80,1,0,0
12 Apr 2015,Portland Trail Blazers,Utah Jazz,105,111,1.18,5.18,0,0,0
12 Apr 2015,Chicago Bulls,Philadelphia 76ers,114,107,1.03,15.44,1,0,0
11 Apr 2015,Miami Heat,Toronto Raptors,104,107,1.63,2.36,0,0,0
11 Apr 2015,Orlando Magic,New York Knicks,79,80,1.13,6.45,0,0,0
11 Apr 2015,Los Angeles Lakers,Minnesota Timberwolves,106,98,1.47,2.80,1,0,0
11 Apr 2015,Denver Nuggets,Dallas Mavericks,143,144,1.83,2.02,0,0,0
11 Apr 2015,Utah Jazz,Memphis Grizzlies,88,89,2.27,1.67,0,0,0
11 Apr 2015,Houston Rockets,San Antonio Spurs,103,104,2.42,1.61,0,0,0
11 Apr 2015,New Orleans Pelicans,Phoenix Suns,90,75,1.22,4.45,1,0,0
11 Apr 2015,Oklahoma City Thunder,Sacramento Kings,116,103,1.07,10.09,1,0,0
10 Apr 2015,Atlanta Hawks,Charlotte Hornets,104,80,1.17,5.27,1,0,0
10 Apr 2015,Brooklyn Nets,Washington Wizards,117,80,1.48,2.74,1,0,0
10 Apr 2015,Cleveland Cavaliers,Boston Celtics,90,99,1.38,3.18,0,0,0
10 Apr 2015,Detroit Pistons,Indiana Pacers,103,107,2.87,1.44,0,0,0
10 Apr 2015,New York Knicks,Milwaukee Bucks,91,99,6.21,1.14,0,0,0
10 Apr 2015,Orlando Magic,Toronto Raptors,99,101,2.84,1.45,0,0,0
10 Apr 2015,Golden State Warriors,Portland Trail Blazers,116,105,1.15,5.71,1,0,0
10 Apr 2015,Miami Heat,Chicago Bulls,78,89,1.82,2.04,0,0,0
09 Apr 2015,Portland Trail Blazers,Minnesota Timberwolves,116,91,1.02,17.79,1,0,0
09 Apr 2015,Dallas Mavericks,Phoenix Suns,107,104,1.24,4.26,1,0,0
09 Apr 2015,Denver Nuggets,Los Angeles Lakers,119,101,1.18,5.19,1,0,0
09 Apr 2015,Utah Jazz,Sacramento Kings,103,91,1.11,7.04,1,0,0
09 Apr 2015,San Antonio Spurs,Houston Rockets,110,98,1.36,3.28,1,0,0
09 Apr 2015,Memphis Grizzlies,New Orleans Pelicans,110,74,1.50,2.68,1,0,0
09 Apr 2015,Milwaukee Bucks,Cleveland Cavaliers,99,104,3.28,1.36,0,0,0
08 Apr 2015,Brooklyn Nets,Atlanta Hawks,111,114,1.54,2.58,0,0,0
08 Apr 2015,New York Knicks,Indiana Pacers,86,102,6.92,1.12,0,0,0
08 Apr 2015,Orlando Magic,Chicago Bulls,105,103,3.76,1.29,1,0,0
08 Apr 2015,Philadelphia 76ers,Washington Wizards,90,119,2.70,1.50,0,0,0
08 Apr 2015,Charlotte Hornets,Toronto Raptors,74,92,2.35,1.64,0,0,0
08 Apr 2015,Detroit Pistons,Boston Celtics,103,113,2.06,1.80,0,0,0
08 Apr 2015,Los Angeles Clippers,Los Angeles Lakers,105,100,1.02,18.30,1,0,0
08 Apr 2015,Sacramento Kings,Minnesota Timberwolves,116,111,1.24,4.34,1,0,0
08 Apr 2015,New Orleans Pelicans,Golden State Warriors,103,100,2.66,1.51,1,0,0
08 Apr 2015,Oklahoma City Thunder,San Antonio Spurs,88,113,3.04,1.41,0,0,0
07 Apr 2015,Atlanta Hawks,Phoenix Suns,96,69,1.34,3.40,1,0,0
07 Apr 2015,Miami Heat,Charlotte Hornets,105,100,1.36,3.29,1,0,0
06 Apr 2015,Brooklyn Nets,Portland Trail Blazers,106,96,1.38,3.18,1,0,0
06 Apr 2015,Los Angeles Lakers,Los Angeles Clippers,78,106,10.12,1.07,0,0,0
06 Apr 2015,Sacramento Kings,Utah Jazz,95,101,1.84,2.01,0,0,0
05 Apr 2015,New York Knicks,Philadelphia 76ers,101,91,1.93,1.90,1,0,0
05 Apr 2015,San Antonio Spurs,Golden State Warriors,107,92,1.52,2.64,1,0,0
05 Apr 2015,Indiana Pacers,Miami Heat,112,89,1.36,3.30,1,0,0
05 Apr 2015,Cleveland Cavaliers,Chicago Bulls,99,94,1.25,4.09,1,0,0
05 Apr 2015,Oklahoma City Thunder,Houston Rockets,112,115,1.98,1.86,0,0,0
05 Apr 2015,Phoenix Suns,Utah Jazz,87,85,1.80,2.07,1,0,0
05 Apr 2015,Portland Trail Blazers,New Orleans Pelicans,99,90,1.45,2.86,1,0,0
05 Apr 2015,Denver Nuggets,Los Angeles Clippers,92,107,5.33,1.17,0,0,0
05 Apr 2015,Dallas Mavericks,Golden State Warriors,110,123,3.31,1.36,0,0,0
05 Apr 2015,Milwaukee Bucks,Orlando Magic,90,97,1.21,4.72,0,0,0
05 Apr 2015,Memphis Grizzlies,Washington Wizards,83,92,1.27,3.94,0,0,0
04 Apr 2015,Atlanta Hawks,Brooklyn Nets,131,99,1.17,5.33,1,0,0
04 Apr 2015,Detroit Pistons,Miami Heat,99,98,2.58,1.54,1,0,0
04 Apr 2015,Toronto Raptors,Boston Celtics,116,117,1.71,2.21,0,0,0
04 Apr 2015,Charlotte Hornets,Philadelphia 76ers,92,91,1.36,3.34,1,0,0
04 Apr 2015,Los Angeles Lakers,Portland Trail Blazers,77,107,5.89,1.15,0,0,0
04 Apr 2015,Sacramento Kings,New Orleans Pelicans,95,101,3.30,1.36,0,0,0
04 Apr 2015,San Antonio Spurs,Denver Nuggets,123,93,1.07,9.41,1,0,0
04 Apr 2015,Chicago Bulls,Detroit Pistons,88,82,1.19,4.98,1,0,0
04 Apr 2015,Memphis Grizzlies,Oklahoma City Thunder,100,92,1.44,2.90,1,0,0
04 Apr 2015,Minnesota Timberwolves,Orlando Magic,84,97,2.56,1.55,0,0,0
03 Apr 2015,Boston Celtics,Milwaukee Bucks,101,110,1.47,2.78,0,0,0
03 Apr 2015,Brooklyn Nets,Toronto Raptors,114,109,1.77,2.10,1,0,0
03 Apr 2015,Indiana Pacers,Charlotte Hornets,93,74,1.50,2.69,1,0,0
03 Apr 2015,Washington Wizards,New York Knicks,101,87,1.05,11.48,1,0,0
03 Apr 2015,Golden State Warriors,Phoenix Suns,107,106,1.08,8.69,1,0,0
03 Apr 2015,Dallas Mavericks,Houston Rockets,101,108,1.72,2.19,0,0,0
03 Apr 2015,Cleveland Cavaliers,Miami Heat,114,88,1.17,5.47,1,0,0
02 Apr 2015,Los Angeles Lakers,New Orleans Pelicans,92,113,4.96,1.19,0,0,0
02 Apr 2015,Portland Trail Blazers,Los Angeles Clippers,122,126,1.65,2.32,0,0,0
02 Apr 2015,Utah Jazz,Denver Nuggets,98,84,1.48,2.76,1,0,0
02 Apr 2015,Houston Rockets,Sacramento Kings,115,111,1.15,5.86,1,0,0
02 Apr 2015,Milwaukee Bucks,Chicago Bulls,95,91,2.80,1.46,1,0,0
02 Apr 2015,Minnesota Timberwolves,Toronto Raptors,99,113,5.35,1.17,0,0,0
02 Apr 2015,Oklahoma City Thunder,Dallas Mavericks,131,135,1.68,2.27,0,0,0
01 Apr 2015,Boston Celtics,Indiana Pacers,100,87,1.56,2.53,1,0,0
01 Apr 2015,New York Knicks,Brooklyn Nets,98,100,4.94,1.19,0,0,0
01 Apr 2015,Charlotte Hornets,Detroit Pistons,102,78,1.44,2.85,1,0,0
01 Apr 2015,Orlando Magic,San Antonio Spurs,91,103,5.49,1.16,0,0,0
01 Apr 2015,Washington Wizards,Philadelphia 76ers,106,93,1.17,5.47,1,0,0
01 Apr 2015,Los Angeles Clippers,Golden State Warriors,106,110,1.66,2.32,0,0,0
01 Apr 2015,Miami Heat,San Antonio Spurs,81,95,3.97,1.27,0,0,0
31 Mar 2015,Brooklyn Nets,Indiana Pacers,111,106,1.96,1.89,1,0,0
31 Mar 2015,Detroit Pistons,Atlanta Hawks,105,95,2.10,1.78,1,0,0
31 Mar 2015,Portland Trail Blazers,Phoenix Suns,109,86,1.24,4.32,1,0,0
31 Mar 2015,Memphis Grizzlies,Sacramento Kings,97,83,1.16,5.62,1,0,0
31 Mar 2015,Minnesota Timberwolves,Utah Jazz,84,104,3.79,1.29,0,0,0
30 Mar 2015,Atlanta Hawks,Milwaukee Bucks,101,88,1.23,4.40,1,0,0
30 Mar 2015,Toronto Raptors,Houston Rockets,99,96,1.79,2.08,1,0,0
30 Mar 2015,Charlotte Hornets,Boston Celtics,104,116,1.66,2.30,0,0,0
30 Mar 2015,Philadelphia 76ers,Los Angeles Lakers,111,113,1.49,2.69,0,0,0
30 Mar 2015,Phoenix Suns,Oklahoma City Thunder,97,109,1.76,2.13,0,0,0
29 Mar 2015,Indiana Pacers,Dallas Mavericks,104,99,1.77,2.10,1,0,0
29 Mar 2015,San Antonio Spurs,Memphis Grizzlies,103,89,1.27,3.97,1,0,0
29 Mar 2015,Boston Celtics,Los Angeles Clippers,106,119,3.09,1.40,0,0,0
29 Mar 2015,Miami Heat,Detroit Pistons,109,102,1.71,2.21,1,0,0
29 Mar 2015,Cleveland Cavaliers,Philadelphia 76ers,87,86,1.02,17.82,1,0,0
29 Mar 2015,New Orleans Pelicans,Minnesota Timberwolves,110,88,1.09,8.29,1,0,0
29 Mar 2015,Brooklyn Nets,Los Angeles Lakers,107,99,1.27,3.96,1,0,0
29 Mar 2015,Washington Wizards,Houston Rockets,91,99,2.11,1.76,0,0,0
29 Mar 2015,Portland Trail Blazers,Denver Nuggets,120,114,1.23,4.41,1,0,0
29 Mar 2015,Utah Jazz,Oklahoma City Thunder,94,89,2.87,1.43,1,0,0
28 Mar 2015,Milwaukee Bucks,Golden State Warriors,95,108,2.71,1.49,0,0,0
28 Mar 2015,Chicago Bulls,New York Knicks,111,80,1.02,18.04,1,0,0
28 Mar 2015,Charlotte Hornets,Atlanta Hawks,115,100,1.41,3.05,1,0,0
28 Mar 2015,Phoenix Suns,Portland Trail Blazers,81,87,2.01,1.84,0,0,0
28 Mar 2015,Denver Nuggets,Utah Jazz,107,91,1.76,2.12,1,0,0
27 Mar 2015,San Antonio Spurs,Dallas Mavericks,94,76,1.24,4.25,1,0,0
27 Mar 2015,Houston Rockets,Minnesota Timberwolves,120,110,1.07,10.04,1,0,0
27 Mar 2015,Memphis Grizzlies,Golden State Warriors,84,107,2.37,1.63,0,0,0
27 Mar 2015,New Orleans Pelicans,Sacramento Kings,102,88,1.36,3.30,1,0,0
27 Mar 2015,Atlanta Hawks,Miami Heat,99,86,1.26,4.06,1,0,0
27 Mar 2015,Brooklyn Nets,Cleveland Cavaliers,106,98,4.43,1.23,1,0,0
27 Mar 2015,New York Knicks,Boston Celtics,92,96,6.07,1.14,0,0,0
27 Mar 2015,Toronto Raptors,Los Angeles Lakers,94,83,1.26,4.04,1,0,0
27 Mar 2015,Orlando Magic,Detroit Pistons,97,111,2.21,1.71,0,0,0
27 Mar 2015,Philadelphia 76ers,Los Angeles Clippers,98,119,7.52,1.11,0,0,0
27 Mar 2015,Washington Wizards,Charlotte Hornets,110,107,1.52,2.63,1,0,0
26 Mar 2015,Milwaukee Bucks,Indiana Pacers,111,107,1.58,2.49,1,0,0
26 Mar 2015,Phoenix Suns,Sacramento Kings,99,108,1.25,4.14,0,0,0
26 Mar 2015,San Antonio Spurs,Oklahoma City Thunder,130,91,1.30,3.71,1,0,0
26 Mar 2015,Denver Nuggets,Philadelphia 76ers,85,99,1.12,6.74,0,0,0
26 Mar 2015,Utah Jazz,Portland Trail Blazers,89,92,1.81,2.05,0,0,0
25 Mar 2015,Memphis Grizzlies,Cleveland Cavaliers,89,111,1.97,1.89,0,0,0
25 Mar 2015,Minnesota Timberwolves,Los Angeles Lakers,99,101,1.85,2.00,0,0,0
25 Mar 2015,New Orleans Pelicans,Houston Rockets,93,95,1.90,1.94,0,0,0
25 Mar 2015,Boston Celtics,Miami Heat,86,93,1.26,4.03,0,0,0
25 Mar 2015,Orlando Magic,Atlanta Hawks,83,95,4.49,1.22,0,0,0
25 Mar 2015,Washington Wizards,Indiana Pacers,101,103,1.63,2.35,0,0,0
25 Mar 2015,Charlotte Hornets,Brooklyn Nets,88,91,1.64,2.35,0,0,0
25 Mar 2015,New York Knicks,Los Angeles Clippers,80,111,14.20,1.03,0,0,0
25 Mar 2015,Toronto Raptors,Chicago Bulls,103,116,2.31,1.65,0,0,0
25 Mar 2015,Portland Trail Blazers,Golden State Warriors,108,122,3.46,1.33,0,0,0
25 Mar 2015,Sacramento Kings,Philadelphia 76ers,107,106,1.23,4.40,1,0,0
24 Mar 2015,Dallas Mavericks,San Antonio Spurs,101,94,2.40,1.61,1,0,0
24 Mar 2015,Milwaukee Bucks,Miami Heat,89,88,2.12,1.76,1,0,0
24 Mar 2015,Oklahoma City Thunder,Los Angeles Lakers,127,117,1.18,5.29,1,0,0
24 Mar 2015,Detroit Pistons,Toronto Raptors,108,104,2.50,1.57,1,0,0
24 Mar 2015,Golden State Warriors,Washington Wizards,107,76,1.13,6.36,1,0,0
24 Mar 2015,Utah Jazz,Minnesota Timberwolves,104,106,1.19,5.01,0,0,0
23 Mar 2015,Chicago Bulls,Charlotte Hornets,98,86,1.32,3.52,1,0,0
23 Mar 2015,Brooklyn Nets,Boston Celtics,91,110,1.46,2.82,0,0,0
23 Mar 2015,New York Knicks,Memphis Grizzlies,82,103,11.22,1.06,0,0,0
23 Mar 2015,Indiana Pacers,Houston Rockets,100,110,2.02,1.83,0,0,0
23 Mar 2015,Los Angeles Lakers,Philadelphia 76ers,101,87,1.51,2.67,1,0,0
23 Mar 2015,Phoenix Suns,Dallas Mavericks,98,92,2.63,1.52,1,0,0
22 Mar 2015,Minnesota Timberwolves,Charlotte Hornets,98,109,2.75,1.48,0,0,0
22 Mar 2015,Boston Celtics,Detroit Pistons,97,105,1.43,2.91,0,0,0
22 Mar 2015,Orlando Magic,Denver Nuggets,100,119,1.96,1.88,0,0,0
22 Mar 2015,Sacramento Kings,Washington Wizards,109,86,2.44,1.60,1,0,0
22 Mar 2015,Toronto Raptors,New York Knicks,106,89,1.09,8.32,1,0,0
22 Mar 2015,Los Angeles Clippers,New Orleans Pelicans,107,100,1.19,4.99,1,0,0
22 Mar 2015,Atlanta Hawks,San Antonio Spurs,95,114,1.79,2.08,0,0,0
22 Mar 2015,Milwaukee Bucks,Cleveland Cavaliers,90,108,3.85,1.28,0,0,0
22 Mar 2015,Oklahoma City Thunder,Miami Heat,93,75,1.58,2.49,1,0,0
22 Mar 2015,Golden State Warriors,Utah Jazz,106,91,1.21,4.62,1,0,0
21 Mar 2015,Houston Rockets,Phoenix Suns,102,117,1.29,3.80,0,0,0
21 Mar 2015,Memphis Grizzlies,Portland Trail Blazers,97,86,1.64,2.33,1,0,0
21 Mar 2015,Detroit Pistons,Chicago Bulls,107,91,2.34,1.64,1,0,0
21 Mar 2015,Indiana Pacers,Brooklyn Nets,111,123,1.25,4.15,0,0,0
21 Mar 2015,Golden State Warriors,New Orleans Pelicans,112,96,1.06,10.79,1,0,0
21 Mar 2015,Los Angeles Clippers,Washington Wizards,113,99,1.33,3.48,1,0,0
21 Mar 2015,Sacramento Kings,Charlotte Hornets,101,91,2.75,1.49,1,0,0
20 Mar 2015,Dallas Mavericks,Memphis Grizzlies,101,112,1.68,2.25,0,0,0
20 Mar 2015,San Antonio Spurs,Boston Celtics,101,89,1.22,4.52,1,0,0
20 Mar 2015,Chicago Bulls,Toronto Raptors,108,92,1.83,2.03,1,0,0
20 Mar 2015,Oklahoma City Thunder,Atlanta Hawks,123,115,1.85,2.00,1,0,0
20 Mar 2015,Brooklyn Nets,Milwaukee Bucks,129,127,1.75,2.14,1,0,0
20 Mar 2015,Cleveland Cavaliers,Indiana Pacers,95,92,1.15,5.82,1,0,0
20 Mar 2015,Miami Heat,Denver Nuggets,108,91,1.28,3.84,1,0,0
20 Mar 2015,Orlando Magic,Portland Trail Blazers,111,104,3.99,1.27,1,0,0
20 Mar 2015,Philadelphia 76ers,New York Knicks,97,81,1.42,2.99,1,0,0
20 Mar 2015,Los Angeles Lakers,Utah Jazz,73,80,2.62,1.53,0,0,0
20 Mar 2015,Phoenix Suns,New Orleans Pelicans,74,72,1.67,2.28,1,0,0
19 Mar 2015,Houston Rockets,Denver Nuggets,118,108,1.32,3.54,1,0,0
19 Mar 2015,New York Knicks,Minnesota Timberwolves,92,95,1.77,2.10,0,0,0
19 Mar 2015,Golden State Warriors,Atlanta Hawks,114,95,1.34,3.43,1,0,0
19 Mar 2015,Utah Jazz,Washington Wizards,84,88,1.66,2.30,0,0,0
19 Mar 2015,Sacramento Kings,Los Angeles Clippers,105,116,4.52,1.22,0,0,0
18 Mar 2015,Chicago Bulls,Indiana Pacers,103,86,1.87,1.98,1,0,0
