Date,Home Team,Away Team,Home Score,Away Score,Home Odds,Away Odds,Who Won,Playoffs,Preseason
08 May 2014,Oklahoma City Thunder,Los Angeles Clippers,112,101,1.45,2.83,1,1,0
07 May 2014,Indiana Pacers,Washington Wizards,86,82,1.52,2.64,1,1,0
07 May 2014,San Antonio Spurs,Portland Trail Blazers,116,92,1.34,3.42,1,1,0
06 May 2014,Miami Heat,Brooklyn Nets,107,86,1.26,4.00,1,1,0
06 May 2014,Oklahoma City Thunder,Los Angeles Clippers,105,122,1.43,2.93,0,1,0
05 May 2014,Indiana Pacers,Washington Wizards,96,102,1.56,2.54,0,1,0
04 May 2014,San Antonio Spurs,Dallas Mavericks,119,96,1.30,3.63,1,1,0
04 May 2014,Toronto Raptors,Brooklyn Nets,103,104,1.68,2.25,0,1,0
04 May 2014,Los Angeles Clippers,Golden State Warriors,126,121,1.31,3.65,1,1,0
04 May 2014,Oklahoma City Thunder,Memphis Grizzlies,120,109,1.18,5.24,1,1,0
03 May 2014,Indiana Pacers,Atlanta Hawks,92,80,1.37,3.25,1,1,0
03 May 2014,Portland Trail Blazers,Houston Rockets,99,98,1.55,2.55,1,1,0
03 May 2014,Dallas Mavericks,San Antonio Spurs,113,111,2.38,1.62,1,1,0
02 May 2014,Brooklyn Nets,Toronto Raptors,97,83,1.48,2.75,1,1,0
02 May 2014,Golden State Warriors,Los Angeles Clippers,100,99,1.94,1.89,1,1,0
02 May 2014,Memphis Grizzlies,Oklahoma City Thunder,84,104,2.21,1.70,0,1,0
01 May 2014,Atlanta Hawks,Indiana Pacers,88,95,1.78,2.08,0,1,0
01 May 2014,Houston Rockets,Portland Trail Blazers,108,98,1.47,2.78,1,1,0
30 Apr 2014,Toronto Raptors,Brooklyn Nets,115,113,1.66,2.31,1,1,0
30 Apr 2014,San Antonio Spurs,Dallas Mavericks,109,103,1.34,3.42,1,1,0
30 Apr 2014,Los Angeles Clippers,Golden State Warriors,113,103,1.31,3.60,1,1,0
30 Apr 2014,Oklahoma City Thunder,Memphis Grizzlies,99,100,1.29,3.79,0,1,0
30 Apr 2014,Chicago Bulls,Washington Wizards,69,75,1.57,2.51,0,1,0
29 Apr 2014,Dallas Mavericks,San Antonio Spurs,89,93,2.71,1.49,0,1,0
29 Apr 2014,Indiana Pacers,Atlanta Hawks,97,107,1.30,3.72,0,1,0
28 Apr 2014,Charlotte Hornets,Miami Heat,98,109,4.01,1.26,0,1,0
28 Apr 2014,Portland Trail Blazers,Houston Rockets,123,120,1.57,2.49,1,1,0
27 Apr 2014,Brooklyn Nets,Toronto Raptors,79,87,1.58,2.48,0,1,0
27 Apr 2014,Golden State Warriors,Los Angeles Clippers,118,97,2.09,1.78,1,1,0
27 Apr 2014,Washington Wizards,Chicago Bulls,98,89,1.77,2.10,1,1,0
27 Apr 2014,Memphis Grizzlies,Oklahoma City Thunder,89,92,2.39,1.62,0,1,0
26 Apr 2014,Charlotte Hornets,Miami Heat,85,98,2.70,1.50,0,1,0
26 Apr 2014,Dallas Mavericks,San Antonio Spurs,109,108,2.48,1.58,1,1,0
26 Apr 2014,Atlanta Hawks,Indiana Pacers,88,91,2.23,1.70,0,1,0
26 Apr 2014,Portland Trail Blazers,Houston Rockets,116,121,1.75,2.13,0,1,0
26 Apr 2014,Washington Wizards,Chicago Bulls,97,100,1.72,2.19,0,1,0
25 Apr 2014,Brooklyn Nets,Toronto Raptors,102,98,1.46,2.79,1,1,0
25 Apr 2014,Golden State Warriors,Los Angeles Clippers,96,98,2.28,1.67,0,1,0
25 Apr 2014,Memphis Grizzlies,Oklahoma City Thunder,98,95,2.24,1.69,1,1,0
24 Apr 2014,Atlanta Hawks,Indiana Pacers,98,85,2.14,1.75,1,1,0
24 Apr 2014,Houston Rockets,Portland Trail Blazers,105,112,1.33,3.44,0,1,0
24 Apr 2014,San Antonio Spurs,Dallas Mavericks,92,113,1.26,4.03,0,1,0
23 Apr 2014,Miami Heat,Charlotte Hornets,101,97,1.15,5.76,1,1,0
23 Apr 2014,Chicago Bulls,Washington Wizards,99,101,1.45,2.84,0,1,0
22 Apr 2014,Toronto Raptors,Brooklyn Nets,100,95,1.48,2.74,1,1,0
22 Apr 2014,Indiana Pacers,Atlanta Hawks,101,85,1.28,3.86,1,1,0
22 Apr 2014,Los Angeles Clippers,Golden State Warriors,138,98,1.24,4.27,1,1,0
22 Apr 2014,Oklahoma City Thunder,Memphis Grizzlies,105,111,1.31,3.69,0,1,0
21 Apr 2014,Houston Rockets,Portland Trail Blazers,120,122,1.43,2.94,0,1,0
20 Apr 2014,Chicago Bulls,Washington Wizards,93,102,1.51,2.64,0,1,0
20 Apr 2014,Miami Heat,Charlotte Hornets,99,88,1.15,6.01,1,1,0
20 Apr 2014,San Antonio Spurs,Dallas Mavericks,90,85,1.18,5.19,1,1,0
20 Apr 2014,Oklahoma City Thunder,Memphis Grizzlies,100,86,1.26,4.10,1,1,0
19 Apr 2014,Indiana Pacers,Atlanta Hawks,93,101,1.25,4.12,0,1,0
19 Apr 2014,Los Angeles Clippers,Golden State Warriors,105,109,1.29,3.78,0,1,0
19 Apr 2014,Toronto Raptors,Brooklyn Nets,87,94,1.59,2.46,0,1,0
17 Apr 2014,Denver Nuggets,Golden State Warriors,112,116,1.27,3.98,0,0,0
17 Apr 2014,Portland Trail Blazers,Los Angeles Clippers,110,104,1.64,2.33,1,0,0
17 Apr 2014,Sacramento Kings,Phoenix Suns,99,104,2.22,1.70,0,0,0
17 Apr 2014,Boston Celtics,Washington Wizards,102,118,3.97,1.27,0,0,0
17 Apr 2014,Cleveland Cavaliers,Brooklyn Nets,114,85,1.26,4.02,1,0,0
17 Apr 2014,Memphis Grizzlies,Dallas Mavericks,106,105,1.64,2.33,1,0,0
17 Apr 2014,Miami Heat,Philadelphia 76ers,87,100,1.42,2.96,0,0,0
17 Apr 2014,New Orleans Pelicans,Houston Rockets,105,100,1.67,2.26,1,0,0
17 Apr 2014,New York Knicks,Toronto Raptors,95,92,2.95,1.42,1,0,0
17 Apr 2014,Oklahoma City Thunder,Detroit Pistons,112,111,1.05,12.17,1,0,0
17 Apr 2014,San Antonio Spurs,Los Angeles Lakers,100,113,1.22,4.49,0,0,0
17 Apr 2014,Milwaukee Bucks,Atlanta Hawks,103,111,1.64,2.34,0,0,0
17 Apr 2014,Minnesota Timberwolves,Utah Jazz,130,136,1.12,6.84,0,0,0
16 Apr 2014,Charlotte Hornets,Chicago Bulls,91,86,1.82,2.03,1,0,0
16 Apr 2014,Orlando Magic,Indiana Pacers,86,101,1.63,2.35,0,0,0
16 Apr 2014,Los Angeles Clippers,Denver Nuggets,117,105,1.17,5.38,1,0,0
16 Apr 2014,Brooklyn Nets,New York Knicks,98,109,1.36,3.31,0,0,0
15 Apr 2014,Golden State Warriors,Minnesota Timberwolves,130,120,1.29,3.85,1,0,0
15 Apr 2014,Phoenix Suns,Memphis Grizzlies,91,97,1.60,2.43,0,0,0
15 Apr 2014,Utah Jazz,Los Angeles Lakers,104,119,1.39,3.16,0,0,0
15 Apr 2014,Chicago Bulls,Orlando Magic,108,95,1.14,6.23,1,0,0
15 Apr 2014,Houston Rockets,San Antonio Spurs,104,98,1.47,2.79,1,0,0
15 Apr 2014,New Orleans Pelicans,Oklahoma City Thunder,101,89,4.21,1.25,1,0,0
14 Apr 2014,Atlanta Hawks,Charlotte Hornets,93,95,2.68,1.50,0,0,0
14 Apr 2014,Philadelphia 76ers,Boston Celtics,113,108,2.25,1.69,1,0,0
14 Apr 2014,Toronto Raptors,Milwaukee Bucks,110,100,1.16,5.70,1,0,0
14 Apr 2014,Washington Wizards,Miami Heat,114,93,1.47,2.79,1,0,0
14 Apr 2014,Los Angeles Lakers,Memphis Grizzlies,90,102,7.37,1.11,0,0,0
14 Apr 2014,Portland Trail Blazers,Golden State Warriors,119,117,1.55,2.57,1,0,0
14 Apr 2014,Sacramento Kings,Minnesota Timberwolves,106,103,2.12,1.76,1,0,0
13 Apr 2014,New York Knicks,Chicago Bulls,100,89,2.35,1.63,1,0,0
13 Apr 2014,Brooklyn Nets,Orlando Magic,97,88,1.13,6.68,1,0,0
13 Apr 2014,Detroit Pistons,Toronto Raptors,107,116,3.38,1.34,0,0,0
13 Apr 2014,Indiana Pacers,Oklahoma City Thunder,102,97,1.93,1.92,1,0,0
13 Apr 2014,Denver Nuggets,Utah Jazz,101,94,1.19,5.06,1,0,0
13 Apr 2014,Dallas Mavericks,Phoenix Suns,101,98,1.51,2.66,1,0,0
13 Apr 2014,Houston Rockets,New Orleans Pelicans,111,104,1.04,14.86,1,0,0
12 Apr 2014,Atlanta Hawks,Miami Heat,98,85,3.01,1.42,1,0,0
12 Apr 2014,Cleveland Cavaliers,Boston Celtics,99,111,1.21,4.69,0,0,0
12 Apr 2014,Charlotte Hornets,Philadelphia 76ers,111,105,1.10,7.60,1,0,0
12 Apr 2014,Washington Wizards,Milwaukee Bucks,104,91,1.14,6.38,1,0,0
12 Apr 2014,Los Angeles Clippers,Sacramento Kings,117,101,1.14,6.08,1,0,0
12 Apr 2014,Los Angeles Lakers,Golden State Warriors,95,112,5.14,1.18,0,0,0
12 Apr 2014,Utah Jazz,Portland Trail Blazers,99,111,4.36,1.23,0,0,0
12 Apr 2014,Milwaukee Bucks,Cleveland Cavaliers,119,116,2.63,1.52,1,0,0
12 Apr 2014,San Antonio Spurs,Phoenix Suns,112,104,1.59,2.47,1,0,0
12 Apr 2014,Chicago Bulls,Detroit Pistons,106,98,1.16,5.59,1,0,0
12 Apr 2014,Memphis Grizzlies,Philadelphia 76ers,117,95,1.04,12.89,1,0,0
12 Apr 2014,Minnesota Timberwolves,Houston Rockets,112,110,2.14,1.76,1,0,0
12 Apr 2014,Oklahoma City Thunder,New Orleans Pelicans,116,94,1.03,15.40,1,0,0
11 Apr 2014,Boston Celtics,Charlotte Hornets,106,103,2.72,1.49,1,0,0
11 Apr 2014,Brooklyn Nets,Atlanta Hawks,88,93,1.56,2.52,0,0,0
11 Apr 2014,Miami Heat,Indiana Pacers,98,86,1.39,3.09,1,0,0
11 Apr 2014,Orlando Magic,Washington Wizards,86,96,3.67,1.30,0,0,0
11 Apr 2014,Toronto Raptors,New York Knicks,100,108,1.46,2.79,0,0,0
11 Apr 2014,Golden State Warriors,Denver Nuggets,99,100,1.11,7.62,0,0,0
11 Apr 2014,Dallas Mavericks,San Antonio Spurs,100,109,1.80,2.07,0,0,0
10 Apr 2014,Los Angeles Clippers,Oklahoma City Thunder,101,107,1.63,2.36,0,0,0
10 Apr 2014,Portland Trail Blazers,Sacramento Kings,100,99,1.07,10.32,1,0,0
10 Apr 2014,Denver Nuggets,Houston Rockets,123,116,2.13,1.75,1,0,0
10 Apr 2014,Memphis Grizzlies,Miami Heat,107,102,1.51,2.67,1,0,0
10 Apr 2014,Milwaukee Bucks,Indiana Pacers,102,104,1.99,1.86,0,0,0
10 Apr 2014,Minnesota Timberwolves,Chicago Bulls,87,102,2.32,1.65,0,0,0
10 Apr 2014,New Orleans Pelicans,Phoenix Suns,88,94,4.77,1.21,0,0,0
09 Apr 2014,Atlanta Hawks,Boston Celtics,105,97,1.31,3.62,1,0,0
09 Apr 2014,Cleveland Cavaliers,Detroit Pistons,122,100,1.33,3.51,1,0,0
09 Apr 2014,Orlando Magic,Brooklyn Nets,115,111,2.77,1.47,1,0,0
09 Apr 2014,Toronto Raptors,Philadelphia 76ers,125,114,1.06,10.33,1,0,0
09 Apr 2014,Washington Wizards,Charlotte Hornets,88,94,1.45,2.84,0,0,0
09 Apr 2014,Los Angeles Lakers,Houston Rockets,130,145,4.89,1.20,0,0,0
09 Apr 2014,Sacramento Kings,Oklahoma City Thunder,92,107,5.02,1.19,0,0,0
09 Apr 2014,Utah Jazz,Dallas Mavericks,83,95,3.73,1.29,0,0,0
09 Apr 2014,Miami Heat,Brooklyn Nets,87,88,1.30,3.68,0,0,0
09 Apr 2014,Minnesota Timberwolves,San Antonio Spurs,110,91,3.73,1.29,1,0,0
08 Apr 2014,Atlanta Hawks,Detroit Pistons,95,102,1.30,3.70,0,0,0
07 Apr 2014,Golden State Warriors,Utah Jazz,130,102,1.11,7.56,1,0,0
07 Apr 2014,Phoenix Suns,Oklahoma City Thunder,122,115,2.26,1.68,1,0,0
07 Apr 2014,Portland Trail Blazers,New Orleans Pelicans,100,94,1.17,5.45,1,0,0
06 Apr 2014,Houston Rockets,Denver Nuggets,130,125,1.14,6.26,1,0,0
06 Apr 2014,San Antonio Spurs,Memphis Grizzlies,112,92,1.31,3.59,1,0,0
06 Apr 2014,Indiana Pacers,Atlanta Hawks,88,107,1.27,3.99,0,0,0
06 Apr 2014,Sacramento Kings,Dallas Mavericks,91,93,3.72,1.30,0,0,0
06 Apr 2014,Los Angeles Clippers,Los Angeles Lakers,120,97,1.03,14.64,1,0,0
06 Apr 2014,Miami Heat,New York Knicks,102,91,1.34,3.41,1,0,0
06 Apr 2014,Milwaukee Bucks,Toronto Raptors,98,102,3.37,1.35,0,0,0
05 Apr 2014,Cleveland Cavaliers,Charlotte Hornets,94,96,1.60,2.42,0,0,0
05 Apr 2014,Detroit Pistons,Boston Celtics,115,111,1.39,3.15,1,0,0
05 Apr 2014,Philadelphia 76ers,Brooklyn Nets,101,105,5.98,1.15,0,0,0
05 Apr 2014,Orlando Magic,Minnesota Timberwolves,100,92,2.37,1.64,1,0,0
05 Apr 2014,Washington Wizards,Chicago Bulls,78,96,1.74,2.14,0,0,0
05 Apr 2014,Golden State Warriors,Sacramento Kings,102,69,1.22,4.50,1,0,0
05 Apr 2014,Los Angeles Lakers,Dallas Mavericks,95,107,4.08,1.26,0,0,0
05 Apr 2014,Portland Trail Blazers,Phoenix Suns,93,109,1.53,2.60,0,0,0
05 Apr 2014,Houston Rockets,Oklahoma City Thunder,111,107,1.71,2.21,1,0,0
05 Apr 2014,Utah Jazz,New Orleans Pelicans,100,96,1.70,2.21,1,0,0
05 Apr 2014,Chicago Bulls,Milwaukee Bucks,102,90,1.11,7.23,1,0,0
04 Apr 2014,Atlanta Hawks,Cleveland Cavaliers,117,98,1.81,2.03,1,0,0
04 Apr 2014,Boston Celtics,Philadelphia 76ers,102,111,1.20,4.81,0,0,0
04 Apr 2014,Brooklyn Nets,Detroit Pistons,116,104,1.18,5.28,1,0,0
04 Apr 2014,Miami Heat,Minnesota Timberwolves,121,122,1.25,4.21,0,0,0
04 Apr 2014,New York Knicks,Washington Wizards,89,90,1.48,2.74,0,0,0
04 Apr 2014,Charlotte Hornets,Orlando Magic,91,80,1.18,5.25,1,0,0
04 Apr 2014,Memphis Grizzlies,Denver Nuggets,100,92,1.20,4.83,1,0,0
04 Apr 2014,Toronto Raptors,Indiana Pacers,102,94,2.02,1.82,1,0,0
04 Apr 2014,Los Angeles Clippers,Dallas Mavericks,107,113,1.57,2.51,0,0,0
04 Apr 2014,Oklahoma City Thunder,San Antonio Spurs,106,94,1.59,2.45,1,0,0
03 Apr 2014,Phoenix Suns,Los Angeles Clippers,108,112,1.69,2.23,0,0,0
03 Apr 2014,Sacramento Kings,Los Angeles Lakers,107,102,1.28,3.94,1,0,0
03 Apr 2014,Denver Nuggets,New Orleans Pelicans,137,107,1.59,2.44,1,0,0
03 Apr 2014,San Antonio Spurs,Golden State Warriors,111,90,1.18,5.25,1,0,0
03 Apr 2014,Minnesota Timberwolves,Memphis Grizzlies,102,88,2.68,1.50,1,0,0
02 Apr 2014,Atlanta Hawks,Chicago Bulls,92,105,2.12,1.76,0,0,0
02 Apr 2014,Miami Heat,Milwaukee Bucks,96,77,1.07,9.86,1,0,0
02 Apr 2014,Indiana Pacers,Detroit Pistons,101,94,1.15,5.97,1,0,0
02 Apr 2014,New York Knicks,Brooklyn Nets,110,81,1.70,2.21,1,0,0
02 Apr 2014,Orlando Magic,Cleveland Cavaliers,98,119,2.11,1.77,0,0,0
02 Apr 2014,Philadelphia 76ers,Charlotte Hornets,93,123,4.17,1.25,0,0,0
02 Apr 2014,Toronto Raptors,Houston Rockets,107,103,1.78,2.09,1,0,0
02 Apr 2014,Washington Wizards,Boston Celtics,118,92,1.24,4.24,1,0,0
02 Apr 2014,Los Angeles Lakers,Portland Trail Blazers,112,124,4.23,1.25,0,0,0
02 Apr 2014,Dallas Mavericks,Golden State Warriors,120,122,1.48,2.74,0,0,0
02 Apr 2014,Brooklyn Nets,Houston Rockets,105,96,1.62,2.39,1,0,0
01 Apr 2014,Denver Nuggets,Memphis Grizzlies,92,94,2.64,1.52,0,0,0
01 Apr 2014,Utah Jazz,New York Knicks,83,92,2.45,1.59,0,0,0
01 Apr 2014,Chicago Bulls,Boston Celtics,94,80,1.19,5.08,1,0,0
01 Apr 2014,Minnesota Timberwolves,Los Angeles Clippers,104,114,2.33,1.64,0,0,0
01 Apr 2014,New Orleans Pelicans,Sacramento Kings,97,102,1.52,2.61,0,0,0
31 Mar 2014,Atlanta Hawks,Philadelphia 76ers,103,95,1.09,8.19,1,0,0
31 Mar 2014,Detroit Pistons,Milwaukee Bucks,116,111,1.35,3.32,1,0,0
31 Mar 2014,Miami Heat,Toronto Raptors,93,83,1.39,3.11,1,0,0
31 Mar 2014,Charlotte Hornets,Washington Wizards,100,94,1.67,2.27,1,0,0
31 Mar 2014,Indiana Pacers,San Antonio Spurs,77,103,2.60,1.53,0,0,0
31 Mar 2014,Los Angeles Lakers,Phoenix Suns,115,99,4.90,1.20,1,0,0
31 Mar 2014,Golden State Warriors,New York Knicks,84,89,1.35,3.34,0,0,0
31 Mar 2014,Portland Trail Blazers,Memphis Grizzlies,105,98,1.77,2.10,1,0,0
30 Mar 2014,Boston Celtics,Chicago Bulls,102,107,2.73,1.49,0,0,0
30 Mar 2014,Brooklyn Nets,Minnesota Timberwolves,114,99,1.55,2.53,1,0,0
30 Mar 2014,Orlando Magic,Toronto Raptors,93,98,2.71,1.49,0,0,0
30 Mar 2014,Cleveland Cavaliers,Indiana Pacers,90,76,2.94,1.43,1,0,0
30 Mar 2014,Oklahoma City Thunder,Utah Jazz,116,96,1.04,14.43,1,0,0
29 Mar 2014,Dallas Mavericks,Sacramento Kings,103,100,1.12,7.04,1,0,0
29 Mar 2014,Milwaukee Bucks,Miami Heat,67,88,4.90,1.20,0,0,0
29 Mar 2014,San Antonio Spurs,New Orleans Pelicans,96,80,1.05,12.11,1,0,0
29 Mar 2014,Houston Rockets,Los Angeles Clippers,107,118,1.85,1.99,0,0,0
29 Mar 2014,Washington Wizards,Atlanta Hawks,101,97,1.41,3.02,1,0,0
29 Mar 2014,Philadelphia 76ers,Detroit Pistons,123,98,3.13,1.39,1,0,0
29 Mar 2014,Golden State Warriors,Memphis Grizzlies,100,93,1.73,2.17,1,0,0
29 Mar 2014,Phoenix Suns,New York Knicks,112,88,1.41,3.04,1,0,0
29 Mar 2014,Denver Nuggets,San Antonio Spurs,102,133,3.92,1.27,0,0,0
28 Mar 2014,Chicago Bulls,Portland Trail Blazers,74,91,1.52,2.65,0,0,0
28 Mar 2014,Minnesota Timberwolves,Los Angeles Lakers,143,107,1.12,6.76,1,0,0
28 Mar 2014,New Orleans Pelicans,Utah Jazz,102,95,1.34,3.44,1,0,0
28 Mar 2014,Oklahoma City Thunder,Sacramento Kings,94,81,1.08,9.12,1,0,0
28 Mar 2014,Brooklyn Nets,Cleveland Cavaliers,108,97,1.23,4.40,1,0,0
28 Mar 2014,Detroit Pistons,Miami Heat,78,110,2.81,1.46,0,0,0
28 Mar 2014,Orlando Magic,Charlotte Hornets,110,105,2.65,1.52,1,0,0
28 Mar 2014,Toronto Raptors,Boston Celtics,105,103,1.19,5.06,1,0,0
28 Mar 2014,Washington Wizards,Indiana Pacers,91,78,2.02,1.82,1,0,0
27 Mar 2014,Dallas Mavericks,Los Angeles Clippers,103,109,1.92,1.90,0,0,0
27 Mar 2014,Houston Rockets,Philadelphia 76ers,120,98,1.02,16.50,1,0,0
27 Mar 2014,Milwaukee Bucks,Los Angeles Lakers,108,105,1.72,2.19,1,0,0
27 Mar 2014,Atlanta Hawks,Portland Trail Blazers,85,100,2.76,1.48,0,0,0
27 Mar 2014,Utah Jazz,Memphis Grizzlies,87,91,4.28,1.24,0,0,0
27 Mar 2014,Sacramento Kings,New York Knicks,99,107,2.19,1.71,0,0,0
26 Mar 2014,San Antonio Spurs,Denver Nuggets,108,103,1.06,10.06,1,0,0
26 Mar 2014,Indiana Pacers,Miami Heat,84,83,1.79,2.06,1,0,0
26 Mar 2014,Minnesota Timberwolves,Atlanta Hawks,107,83,1.42,2.95,1,0,0
26 Mar 2014,New Orleans Pelicans,Los Angeles Clippers,98,96,3.67,1.30,1,0,0
26 Mar 2014,Boston Celtics,Toronto Raptors,90,99,2.36,1.63,0,0,0
26 Mar 2014,Detroit Pistons,Cleveland Cavaliers,96,97,1.38,3.16,0,0,0
26 Mar 2014,Charlotte Hornets,Brooklyn Nets,116,111,1.76,2.11,1,0,0
26 Mar 2014,Washington Wizards,Phoenix Suns,93,99,2.05,1.80,0,0,0
26 Mar 2014,Los Angeles Lakers,New York Knicks,127,96,3.58,1.31,1,0,0
25 Mar 2014,Dallas Mavericks,Oklahoma City Thunder,128,119,2.28,1.67,1,0,0
25 Mar 2014,Cleveland Cavaliers,Toronto Raptors,102,100,2.57,1.54,1,0,0
25 Mar 2014,Orlando Magic,Portland Trail Blazers,95,85,3.19,1.38,1,0,0
25 Mar 2014,Los Angeles Clippers,Milwaukee Bucks,106,98,1.02,17.07,1,0,0
25 Mar 2014,Utah Jazz,Detroit Pistons,94,114,2.05,1.80,0,0,0
24 Mar 2014,San Antonio Spurs,Philadelphia 76ers,113,91,1.02,18.86,1,0,0
24 Mar 2014,Chicago Bulls,Indiana Pacers,89,77,1.82,2.03,1,0,0
24 Mar 2014,Memphis Grizzlies,Minnesota Timberwolves,109,92,1.28,3.86,1,0,0
24 Mar 2014,New Orleans Pelicans,Brooklyn Nets,109,104,1.88,1.95,1,0,0
24 Mar 2014,Oklahoma City Thunder,Denver Nuggets,117,96,1.12,6.71,1,0,0
24 Mar 2014,Atlanta Hawks,Phoenix Suns,95,102,2.24,1.69,0,0,0
24 Mar 2014,Miami Heat,Portland Trail Blazers,93,91,1.36,3.25,1,0,0
24 Mar 2014,Charlotte Hornets,Houston Rockets,89,100,2.66,1.51,0,0,0
24 Mar 2014,Los Angeles Lakers,Orlando Magic,103,94,1.54,2.58,1,0,0
23 Mar 2014,Dallas Mavericks,Brooklyn Nets,104,107,1.50,2.68,0,0,0
23 Mar 2014,New York Knicks,Cleveland Cavaliers,100,106,1.17,5.50,0,0,0
23 Mar 2014,Sacramento Kings,Milwaukee Bucks,124,107,1.29,3.81,1,0,0
23 Mar 2014,Denver Nuggets,Washington Wizards,105,102,1.84,2.00,1,0,0
23 Mar 2014,Minnesota Timberwolves,Phoenix Suns,120,127,1.70,2.24,0,0,0
23 Mar 2014,Toronto Raptors,Atlanta Hawks,96,86,1.29,3.82,1,0,0
23 Mar 2014,Golden State Warriors,San Antonio Spurs,90,99,1.63,2.36,0,0,0
23 Mar 2014,Los Angeles Clippers,Detroit Pistons,112,103,1.07,9.39,1,0,0
23 Mar 2014,Utah Jazz,Orlando Magic,89,88,1.51,2.66,1,0,0
22 Mar 2014,Chicago Bulls,Philadelphia 76ers,91,81,1.04,12.93,1,0,0
22 Mar 2014,Memphis Grizzlies,Indiana Pacers,82,71,1.71,2.20,1,0,0
22 Mar 2014,New Orleans Pelicans,Miami Heat,105,95,2.86,1.45,1,0,0
22 Mar 2014,Cleveland Cavaliers,Houston Rockets,111,118,4.01,1.26,0,0,0
22 Mar 2014,Charlotte Hornets,Portland Trail Blazers,124,94,1.87,1.96,1,0,0
22 Mar 2014,Los Angeles Lakers,Washington Wizards,107,117,2.64,1.51,0,0,0
22 Mar 2014,Phoenix Suns,Detroit Pistons,98,92,1.26,4.06,1,0,0
22 Mar 2014,Sacramento Kings,San Antonio Spurs,79,99,3.93,1.27,0,0,0
21 Mar 2014,Dallas Mavericks,Denver Nuggets,122,106,1.26,4.10,1,0,0
21 Mar 2014,Atlanta Hawks,New Orleans Pelicans,105,111,1.42,3.00,0,0,0
21 Mar 2014,Brooklyn Nets,Boston Celtics,114,98,1.25,4.14,1,0,0
21 Mar 2014,Miami Heat,Memphis Grizzlies,91,86,1.50,2.68,1,0,0
21 Mar 2014,Indiana Pacers,Chicago Bulls,91,79,1.37,3.20,1,0,0
21 Mar 2014,Philadelphia 76ers,New York Knicks,92,93,7.64,1.10,0,0,0
21 Mar 2014,Toronto Raptors,Oklahoma City Thunder,118,119,2.33,1.65,0,0,0
21 Mar 2014,Golden State Warriors,Milwaukee Bucks,115,110,1.08,8.74,1,0,0
21 Mar 2014,Portland Trail Blazers,Washington Wizards,116,103,1.47,2.80,1,0,0
